Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
870533e2b4b20e3e05030fc4f2b833380feb5520ea2584c5abfccc725d7a70fb,2017-01,Suffolk Constabulary,Suffolk Constabulary,,,No location,,,Local resolution
bf89e38ff0743842c1d2aa6bae274e9d5bfeedfb012ad00906915f06404e5090,2017-01,Suffolk Constabulary,Suffolk Constabulary,,,No location,,,Unable to prosecute suspect
36b7062c0f5fe21cbe077addc10da289c48d968d8fcf6fc86cc34ad36c9c07a4,2017-01,Suffolk Constabulary,Suffolk Constabulary,,,No location,,,Formal action is not in the public interest
36b7062c0f5fe21cbe077addc10da289c48d968d8fcf6fc86cc34ad36c9c07a4,2017-01,Suffolk Constabulary,Suffolk Constabulary,,,No location,,,Local resolution
ebb5d3cf7a21b8b4cfd4138ca6ad0d7c594c496c12604464d3dd56a6805d5f35,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.430135,52.077620,On or near CLARENDON ROAD,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
71d0d3c3272f6f7d7ebde7c41da6bf1b722e0c69068304c082072c86e22b773f,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.756113,52.380603,On or near ELLINGTON ROAD,E01030094,St Edmundsbury 002A,Investigation complete; no suspect identified
fc2213fd11338c596e58034bde36db8ea63d95a444a106715d66f75e30ec780b,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.711218,52.246903,On or near ST ANDREW'S STREET NORTH,E01033046,St Edmundsbury 006F,Investigation complete; no suspect identified
c87573a66ce38270d3c466443c47d9de6586ef0406db8de9dd69dcde55d08377,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.643849,52.238459,On or near Park/Open Space,E01030098,St Edmundsbury 008A,Investigation complete; no suspect identified
4d677f2c709233e6ac16662e7d516f5b163363373f42bd40f66923a2d13eab78,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.745459,52.379169,On or near BLACKSMITH LANE,E01030094,St Edmundsbury 002A,Investigation complete; no suspect identified
dacfc935b6fddcbd667d228a112fecd820b6a39ab23e6eaf60b44d0d9828204e,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.337722,51.974493,On or near ASCOT DRIVE,E01030160,Suffolk Coastal 014A,Investigation complete; no suspect identified
45141a774c56098d50b211475bfe7fe5a5a1d349ccbd6161b00035222a671a03,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.751822,52.474702,On or near BON MARCHE,E01030250,Waveney 004D,Investigation complete; no suspect identified
032cec87293e8a70afc54e5e30278a118f42f6444eb586dcebecdfd3ce75ee79,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.348017,52.125791,On or near YARMOUTH ROAD,E01030193,Suffolk Coastal 005A,Investigation complete; no suspect identified
5a20feed8a575124fad3c4e13f89e1bce218cb3ab249be833cba47015e03c983,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.143667,52.053705,On or near RUSSELL ROAD,E01029985,Ipswich 010B,Investigation complete; no suspect identified
0dda212be6e9ee68d4df24fd1d67e9d8902de3cd2928dbb13d942789745b1b48,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.143667,52.053705,On or near RUSSELL ROAD,E01029985,Ipswich 010B,Investigation complete; no suspect identified
439dfc69264e332e80a3495cec6ea1909aa1e2dd2da1cfe851c948ce8e6c4d3b,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.449591,52.272672,On or near MILL HILL,E01030201,Suffolk Coastal 001A,Investigation complete; no suspect identified
c52be68fe7401feec9e09627cdf41335effacf2c2d6642f461d1d3ea06e314d8,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.170199,52.056303,On or near GRANGE ROAD,E01029960,Ipswich 007C,Investigation complete; no suspect identified
5420039e8f26a02ca2e4dbb731e6907079aa98c569efe0addea98299b227ea27,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.439647,52.081569,On or near Supermarket,E01030113,St Edmundsbury 014E,Investigation complete; no suspect identified
3114714ee9911ca88b85937012ea3119eb88e937276a5091812348ac8a58f41c,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.626547,52.441970,On or near BURY ROAD,E01029927,Forest Heath 001B,Investigation complete; no suspect identified
26d989970b6b6c999fd56e12e17721403c1df8032229c02a03175eda1b3bde65,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.667106,52.341288,On or near ADAMSON ROAD,E01030283,Waveney 014B,Investigation complete; no suspect identified
756d64da8b99ca44c564dbee4b7c1ff66377416b6a3048e61a5bd0abab7061ce,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.625900,52.444942,On or near WARREN CLOSE,E01029927,Forest Heath 001B,Investigation complete; no suspect identified
7c61a70c148cdb3c76f6c097bfeec1fc1e0f10c9354b51eddf597cdf89ec5cb3,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.728582,52.041166,On or near PRINCE STREET,E01029920,Babergh 007H,Investigation complete; no suspect identified
7eee413e539f397a861f6563cd72d5c5bfc752c958a3246107b067d184c21fc3,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.755109,52.033327,On or near RAYDON WAY,E01029889,Babergh 008D,Investigation complete; no suspect identified
a64f0ea8344967293b319a2b683e6e870667a351817a2d20a7f78b512dc74b02,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.737258,52.044238,On or near HARES WALK,E01029912,Babergh 007A,Investigation complete; no suspect identified
e8fcbcde5771d7c7fd76f83039f5873183b84faa35ac641bbf7f6c3d77f049a0,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.143331,52.061170,On or near GAYE STREET,E01030024,Ipswich 006C,Investigation complete; no suspect identified
fa445813e66988ed836411abd079a2a290d2763e290013d740d8d85e56e4827f,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.449591,52.272672,On or near MILL HILL,E01030201,Suffolk Coastal 001A,Investigation complete; no suspect identified
42f6fa12261dfb007d6dcdffee25692f3844da5db24802658834a7022ebe5817,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.407539,52.244120,On or near PALACE STREET,E01029925,Forest Heath 008A,Investigation complete; no suspect identified
18392d126b9ac9692183860683cce9a93491c8fc6945a9c0112d4fbb247fad2b,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.626547,52.441970,On or near BURY ROAD,E01029927,Forest Heath 001B,Investigation complete; no suspect identified
315fb53bf617fe2e3823e36a7678053ea53f45ebad9173ededbabe7f43cf98d8,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.435460,52.084012,On or near FRANCIS CLOSE,E01030112,St Edmundsbury 012D,Investigation complete; no suspect identified
ac482e6b4b4770fecc488319bc0e40554a2f35bef8d7e23f489e420d3db62178,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.142500,52.074062,On or near WHARFEDALE ROAD,E01029977,Ipswich 002E,Investigation complete; no suspect identified
41da99c0f966086bd83deeaa63aab5d1ce8e3f70f782f2dcc676f0aa0ea7d54b,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.408193,52.246463,On or near FRED ARCHER WAY,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
cf95f84a96f90e08e0ef0c1b9c48e271b8ee9d04f6297adcf3e3de110049d683,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.186888,52.032100,On or near WINDERMERE CLOSE,E01029981,Ipswich 016D,Investigation complete; no suspect identified
79ac2b621852ad2695d349ba0a6228fb9f0f359c772d67f88efe8f5a2d4ccf5d,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.145714,52.060620,On or near Supermarket,E01030024,Ipswich 006C,Investigation complete; no suspect identified
da46eb32a663fecb67796ffc9580ece4d7b3d193e9aead2842c21fa9f8e4743d,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.154222,52.047190,On or near STATION STREET,E01029968,Ipswich 012A,Investigation complete; no suspect identified
b226a701883f734ac83b2c696bb4f0a93b25c53cda1e29b16d74423754cbc896,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.958434,52.050590,On or near CHURCHILL AVENUE,E01029893,Babergh 004B,Investigation complete; no suspect identified
53cdc15e544560d8c41399a900741e9e51da978d6676ca1b8aa191d1630decf6,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.363319,52.248917,On or near Petrol Station,E01029951,Forest Heath 008D,Investigation complete; no suspect identified
f36b666d37cd5e75230d46eadbbc8f6fa551acbc0edc64173ce8143d43480fdf,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.729769,52.039574,On or near GAOL LANE,E01029920,Babergh 007H,Investigation complete; no suspect identified
60879411a77ebb8e631af6201da0d56c88f30dd22272142ce82d0c7f9c64e192,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.516227,52.347945,On or near HANMER AVENUE,E01029938,Forest Heath 004A,Investigation complete; no suspect identified
1cefdebebe8691d58a794f0667ce61c29a9a7ac06575d7eb4cb904b9118d71d4,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.128724,52.041331,On or near MAGDALENE CLOSE,E01030018,Ipswich 015B,Investigation complete; no suspect identified
8b773059046672b9898e70c18aef5b7e518d15f5473131c12dad09b5d481f40f,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.066131,51.964058,On or near PINE CLOSE,E01029872,Babergh 010B,Investigation complete; no suspect identified
cebfffd28e4731bb5eaf3b55749a2ba0bf54a6c822db07dbfa5da469a477f357,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.720645,52.471469,On or near SCHOOL ROAD,E01030289,Waveney 005D,Investigation complete; no suspect identified
82f360bfc89c4a2a8eee2dab38ae1e9e1e1997b35cd667b0ed5f2a2ea4b9f71a,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.449591,52.272672,On or near MILL HILL,E01030201,Suffolk Coastal 001A,Investigation complete; no suspect identified
2b2929554c118dcc25dfc57cf8b444d7410516c67d601ef37d25a4f40dfe04bc,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.147241,52.320194,On or near BUCKSHORN LANE,E01030052,Mid Suffolk 001A,Investigation complete; no suspect identified
aa8405eaa49af67546ce4e7f6df76458c36d4486833e943eee124d1cbe4eefd6,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.753381,52.249227,On or near MOUNT ROAD,E01033044,St Edmundsbury 005E,Investigation complete; no suspect identified
50657f552186df23d0bd900fbdb6776bcfa53c7eae7e21606ff07e865fb3dc97,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.503774,52.345162,On or near MALTINGS CLOSE,E01030244,Waveney 015C,Investigation complete; no suspect identified
fb17d0472cda92a75aab3005734890de11b7ebf2c5f66919f0be7e74fbd6f17d,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.135534,52.037984,On or near STOKE PARK DRIVE,E01030020,Ipswich 015D,Investigation complete; no suspect identified
16b817b56d76b00589b8c7813ace5a107cb6fb28a5c0d9e44bcc860f1f5b8fc6,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.856821,52.030031,On or near SWAN STREET,E01029875,Babergh 009A,Investigation complete; no suspect identified
668046ebcb7ad1d9f0192dbcc331028b07c0c8b812b786b70427e279946a71c6,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.729084,52.226482,On or near Parking Area,E01030119,St Edmundsbury 008C,Investigation complete; no suspect identified
917690b08c49548fbb1863365ae28256c16b5f7930fb970471c591ced57c44a5,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.736216,52.476707,On or near EASTERN WAY,E01030264,Waveney 004E,Investigation complete; no suspect identified
0d353db199e4602f2920b62774299cf5588b301f29c11fb88915f238278b2b26,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.509692,52.343264,On or near HIGH STREET,E01029947,Forest Heath 004E,Investigation complete; no suspect identified
bf3882b949afb89bdff1cbf059045fc54d8e9f19ebe581069f6005693292f963,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.747172,52.475965,On or near BEVAN STREET WEST,E01030250,Waveney 004D,Investigation complete; no suspect identified
ddf9ec19c688de920b74ece5b1b5a2496d462bb41d4ad4f50836a30fbf8c572e,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.722270,52.443273,On or near Petrol Station,E01030253,Waveney 012D,Investigation complete; no suspect identified
4b89e23440388699a10ac97b480bc3f84727427392f460151baafa54a6be98ba,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.744654,52.240779,On or near CHAMBERLAYNE ROAD,E01030129,St Edmundsbury 005D,Investigation complete; no suspect identified
4d65ea5eba06f5452a6dbbfb3c237f74b5e721b2a340c941b2d41ad00d2bfb1d,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.521276,52.271219,On or near Parking Area,E01030222,Suffolk Coastal 001C,Investigation complete; no suspect identified
4b7900467f11993c6d5fdd7d825bb3ec66b683855f865855cde79a9c1ddadbf5,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.057620,51.958163,On or near CATTAWADE STREET,E01029870,Babergh 010A,Investigation complete; no suspect identified
224d95c116aaf9a3500d36a078b361b24eb626f50eef5a547b1bf58e624ac1ad,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.491474,52.367587,On or near LAMBLE CLOSE,E01032525,Forest Heath 003H,Investigation complete; no suspect identified
5f1015c17cdc69455e5fc24d349376745731c814cdf3fe30c9648944ae3dd1ff,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.963380,52.026579,On or near GARDENERS CLOSE,E01029902,Babergh 009C,Investigation complete; no suspect identified
8000c67a3c68eff228c28c37a0177d444cf6004932a5203672477458fda2eabc,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.422489,52.080341,On or near OLD ROPE WALK,E01030115,St Edmundsbury 013A,Investigation complete; no suspect identified
7e95b20d93d50c6bab0aff65ce9b2c288d1448bce8d0fcedbd28047f9991b3e4,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.782684,52.233072,On or near Sports/Recreation Area,E01030138,St Edmundsbury 004C,Investigation complete; no suspect identified
df90c069434d89442328fa0b9d0000cbe59e3a6fe4a47254d37ce988375aa44b,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.316781,52.092640,On or near THE THOROUGHFARE,E01030211,Suffolk Coastal 008D,Investigation complete; no suspect identified
be10ebcfd6408b62fda7f317f9722c91db785c468d3b159cb8aa9acda0d1fbf9,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.728582,52.041166,On or near PRINCE STREET,E01029920,Babergh 007H,Investigation complete; no suspect identified
fd80badff3c0a832cd51391588cedf0b21184976c36e893d9b59a6dd0d8c3431,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.180195,52.226729,On or near CHANCERY LANE,E01030048,Mid Suffolk 007A,Investigation complete; no suspect identified
cafe958c021b5668a74d22ff5f2ee3b5eb22a1202f6da09ebd9ced3986d0d7df,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.136284,52.039538,On or near WALTHAM CLOSE,E01030019,Ipswich 015C,Investigation complete; no suspect identified
28392b3e1d219d444080e7efbb59140a408db736f139a628b2d40a36a5cd8e9a,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.112915,52.077006,On or near FODEN AVENUE,E01030031,Ipswich 003E,Investigation complete; no suspect identified
d58f72666aca697b9b964ff72d477fc5d363249021937b373488f07b0ae45be8,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.442511,52.080548,On or near DUDDERY ROAD,E01030105,St Edmundsbury 014A,Investigation complete; no suspect identified
628914bac69d59d577ce9c36edf1b4760fe80eaa2f2b2834cb2a6101a4ec25e3,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.135220,52.082432,On or near MACAULAY ROAD,E01030036,Ipswich 001E,Investigation complete; no suspect identified
6e3d96de7d166e695872a8380b0b3ce27d1583a51a5090097e9c9a5aa45cc2d8,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.283631,52.075905,On or near VALLEY VIEW RISE,E01030190,Suffolk Coastal 010C,Investigation complete; no suspect identified
2e7675ca9eb1a140da89579f248567709dd79fed62db68bf02932d654503abce,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.129378,52.080312,On or near BURNS ROAD,E01030032,Ipswich 001A,Investigation complete; no suspect identified
f719eb5871af5fd079b2f878d4f2526b48e11288b670c72fb1703b9d4b57b175,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.743944,52.465372,On or near KIRKLEY CLIFF,E01030256,Waveney 007C,Investigation complete; no suspect identified
3f644c959c818915b73ac68b1fc0b3237e2ce60313a90e434e6fe251e79a12d3,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.121266,52.063223,On or near Supermarket,E01030027,Ipswich 003A,Investigation complete; no suspect identified
1d53358427ea61f546df1e917b46d3bbf5d61e3381a06014b26b65d020c873f9,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.127704,52.078710,On or near Supermarket,E01029976,Ipswich 002D,Investigation complete; no suspect identified
c0c952c6120b9eef9616e357dbd5432b5bc86783cc2f48ac9658bc95dc875823,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.217045,52.037809,On or near BUCKLESHAM ROAD,E01030197,Suffolk Coastal 011B,Investigation complete; no suspect identified
81e7e07e2f90894e1ab5de8aa4ecb67bbaabaada244a57ce3c42b4d87367119a,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.342108,51.967883,On or near KEMSLEY ROAD,E01030159,Suffolk Coastal 013D,Investigation complete; no suspect identified
32129cecb4539d56aed74d79d2ea52f8f69bd260069307f543e538de4cb8df01,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.127704,52.078710,On or near Supermarket,E01029976,Ipswich 002D,Investigation complete; no suspect identified
4daa5fe60ff6f9aea8017f0e24c08ecae6c7bcb5703c39d67eeb97f3e96f4c18,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.185664,52.058557,On or near MANDY CLOSE,E01030003,Ipswich 008B,Investigation complete; no suspect identified
9cb2c2eb7935ff89005414ae8e6fd4c0dcf52283a6f245db09d89afd88e95f48,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.807547,52.250819,On or near HUNTER DRIVE,E01030084,Mid Suffolk 004D,Investigation complete; no suspect identified
6cfc2432e63bb784df3368b5abbcb97665b4ce68ab2ce18c0ea8bfe70cbd9e55,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.127111,52.079203,On or near Supermarket,E01030032,Ipswich 001A,Investigation complete; no suspect identified
2e855858a1dc94769452e52bb0cc048c01f978b811a7bf9adb93fce3da0095ce,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.147364,52.044657,On or near LA SALLE CLOSE,E01029970,Ipswich 012C,Investigation complete; no suspect identified
036321ecaf52fa632304b7b926513f4eaa50c3df10afb380423ea9f820615457,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.208269,52.032562,On or near WEST ROAD,E01033127,Ipswich 014E,Investigation complete; no suspect identified
a76dee4863331cc08b1295dc7f057401e0ec7252017081db7ea6d8f59c0d18c4,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.147516,52.059889,On or near ST MATTHEW'S STREET,E01029988,Ipswich 010E,Investigation complete; no suspect identified
ebfe328481c6b4b1f36031433655d95e093b0a37de6b1553046f1ed1f1eab53f,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.131936,52.058901,On or near Supermarket,E01029985,Ipswich 010B,Investigation complete; no suspect identified
1a27f25d2b1fad9e83a23938f2090e700c18058fc7d012408444d124c92cb167,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.153387,52.056035,On or near FALCON STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
b77759d9b0ad2af731d7355f8b46bdf8e8d5748b0e3e2f6c6f2f847fafae3b1e,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.153788,52.054477,On or near ROSE LANE,E01033124,Ipswich 007F,Investigation complete; no suspect identified
37e367615be535b21545a27cb0de45d2bd2e5dd773e59f35d306521ad4528a29,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.138035,52.079901,On or near Supermarket,E01029975,Ipswich 002C,Investigation complete; no suspect identified
b39a7cc6ee117cc730e42dd42e8e64d1630690f7dad839061d073613aeadb8b1,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.058788,51.970176,On or near PARK ROAD,E01029872,Babergh 010B,Investigation complete; no suspect identified
